data,endividamento,endividamento_financeiro,inadimplencia,inadimplencia_itau,poupanca,consumo,credito,ggr_bets_offshore_anual_bi,ggr_bets_nacional_anual_bi,ggr_bets_total_anual_bi,ggr_bets_estimativa
2020-04-01,-1.8900000000000006,NA,-0.33000000000000007,-0.10999999999999943,0.09472582093577309,NA,-0.035254676780251515,NA,NA,NA,NA
2020-07-01,0.1700000000000017,NA,-0.48,-0.7700000000000005,0.03902144626555604,NA,0.025695895114852263,NA,NA,NA,NA
2020-10-01,1.6400000000000006,NA,-0.2999999999999998,-0.04999999999999982,0.009409984856285192,NA,0.041899827542927426,NA,NA,NA,NA
2021-01-01,0.379999999999999,NA,0.029999999999999805,-0.33999999999999986,6.10467640232315e-4,NA,0.001564553415629888,5,0,5,0
2021-04-01,1.3900000000000006,NA,-0.009999999999999787,-0.2400000000000002,-0.011408873717865475,NA,0.051460843138837475,5,0,5,0
2021-07-01,2.0799999999999983,NA,0.09999999999999964,-0.07000000000000028,-0.011813794254324606,NA,0.05258198264953684,5,0,5,0
2021-10-01,1.5600000000000023,NA,0.040000000000000036,0.2100000000000004,-0.013078937535642154,NA,0.06168222986832106,5,0,5,0
2022-01-01,0.10999999999999943,NA,0.40000000000000036,0.3499999999999992,-0.06740356624248456,NA,0.011955990926566074,7.6,0,7.6,0
2022-04-01,0.21999999999999886,NA,0.11999999999999966,0.3200000000000003,-0.016402629391835788,NA,0.047694700213329,7.6,0,7.6,0
2022-07-01,0.030000000000001137,NA,0.22999999999999998,0.29000000000000004,-0.003408232938296507,NA,0.04657069490483323,7.6,0,7.6,0
2022-10-01,-0.23000000000000043,NA,0.14000000000000012,0.20000000000000018,-0.02756029658995196,NA,0.020464639039410315,7.6,0,7.6,0
2023-01-01,-0.3500000000000014,NA,0.17000000000000037,-0.04999999999999982,-0.042087686916268296,NA,-0.012020166747017669,11.1,0,11.1,0
2023-04-01,-0.3200000000000003,NA,0.13999999999999968,0.05999999999999961,-0.016139547214036654,NA,-0.001110576762483717,11.1,0,11.1,0
2023-07-01,-0.34999999999999787,NA,-0.25,-0.040000000000000036,-0.0087238851382203109,NA,2.302221512522351e-4,11.1,0,11.1,0
2023-10-01,-0.28000000000000114,NA,-0.25,-0.4999999999999991,-0.006425486405710501,NA,0.008318419291221346,11.1,0,11.1,0
2024-01-01,0.129999999999999,NA,-0.040000000000000036,-0.23000000000000043,-0.01746605099551779,NA,-0.01994565028005013,17.9,0,17.9,0
2024-04-01,-0.13999999999999702,NA,0,0.019999999999999574,0.017041507164838876,0.0015343456614473894,0.001186933621946551,17.9,0,17.9,0
2024-07-01,0.2699999999999996,NA,0.1200000000000001,-0.13999999999999968,-0.020274182798685203,0.009645844385584468,0.016673645658116243,17.9,0,17.9,0
2024-10-01,0.17999999999999972,NA,-0.20000000000000018,-0.25538032692050994,0.007073018718179114,0.02929728783347052,0.02205815355719487,17.9,0,17.9,0
2025-01-01,0.3200000000000003,NA,0.40000000000000036,-0.16405498413251163,-0.054469996209947524,-0.03821662247783486,-0.012845885964466675,4,16.7,20.7,0
2025-04-01,-0.08999999999999986,NA,0.3799999999999999,0.013862149795772716,-0.017391175118342872,-3.018350322001595e-4,-0.0024913931651227017,4,16.7,20.7,0
2025-07-01,0.16000000000000014,NA,0.47999999999999954,-0.07533774293305973,-0.0287931623519313,0.015380407371679894,0.0035297034593551047,4,16.7,20.7,0
2025-10-01,0.46999999999999886,NA,0.23000000000000043,0.056262045983670905,0.03976817748952044,0.042924656431093666,0.03243853078180692,4,16.7,20.7,0
2026-01-01,0.0799999999999983,NA,0.28000000000000025,-0.02048017810506808,-0.047965031837964744,-0.08402211044727181,-0.008042368545721601,4.6,17.2,21.799999999999997,1
2026-04-01,-0.17999999999999972,NA,0.16999999999999993,0.115768224049698,-0.014108240378458703,-0.010309194777040176,0.0016161953973199417,4.6,17.2,21.799999999999997,1
