Rendimento médio
 ;jan-fev-mar 2012;fev-mar-abr 2012;mar-abr-mai 2012;abr-mai-jun 2012;mai-jun-jul 2012;jun-jul-ago 2012;jul-ago-set 2012;ago-set-out 2012;set-out-nov 2012;out-nov-dez 2012;nov-dez-jan 2013;dez-jan-fev 2013;jan-fev-mar 2013;fev-mar-abr 2013;mar-abr-mai 2013;abr-mai-jun 2013;mai-jun-jul 2013;jun-jul-ago 2013;jul-ago-set 2013;ago-set-out 2013;set-out-nov 2013;out-nov-dez 2013;nov-dez-jan 2014;dez-jan-fev 2014;jan-fev-mar 2014;fev-mar-abr 2014;mar-abr-mai 2014;abr-mai-jun 2014;mai-jun-jul 2014;jun-jul-ago 2014;jul-ago-set 2014;ago-set-out 2014;set-out-nov 2014;out-nov-dez 2014;nov-dez-jan 2015;dez-jan-fev 2015;jan-fev-mar 2015;fev-mar-abr 2015;mar-abr-mai 2015;abr-mai-jun 2015;mai-jun-jul 2015;jun-jul-ago 2015;jul-ago-set 2015;ago-set-out 2015;set-out-nov 2015;out-nov-dez 2015;nov-dez-jan 2016;dez-jan-fev 2016;jan-fev-mar 2016;fev-mar-abr 2016;mar-abr-mai 2016;abr-mai-jun 2016;mai-jun-jul 2016;jun-jul-ago 2016;jul-ago-set 2016;ago-set-out 2016;set-out-nov 2016;out-nov-dez 2016;nov-dez-jan 2017;dez-jan-fev 2017;jan-fev-mar 2017;fev-mar-abr 2017;mar-abr-mai 2017;abr-mai-jun 2017;mai-jun-jul 2017;jun-jul-ago 2017;jul-ago-set 2017;ago-set-out 2017;set-out-nov 2017;out-nov-dez 2017;nov-dez-jan 2018;dez-jan-fev 2018;jan-fev-mar 2018;fev-mar-abr 2018;mar-abr-mai 2018;abr-mai-jun 2018;mai-jun-jul 2018;jun-jul-ago 2018;jul-ago-set 2018;ago-set-out 2018;set-out-nov 2018;out-nov-dez 2018;nov-dez-jan 2019;dez-jan-fev 2019;jan-fev-mar 2019;fev-mar-abr 2019;mar-abr-mai 2019;abr-mai-jun 2019;mai-jun-jul 2019;jun-jul-ago 2019;jul-ago-set 2019;ago-set-out 2019;set-out-nov 2019;out-nov-dez 2019;nov-dez-jan 2020;dez-jan-fev 2020;jan-fev-mar 2020;fev-mar-abr 2020;mar-abr-mai 2020;abr-mai-jun 2020;mai-jun-jul 2020;jun-jul-ago 2020;jul-ago-set 2020;ago-set-out 2020;set-out-nov 2020;out-nov-dez 2020;nov-dez-jan 2021;dez-jan-fev 2021;jan-fev-mar 2021;fev-mar-abr 2021;mar-abr-mai 2021;abr-mai-jun 2021;mai-jun-jul 2021;jun-jul-ago 2021;jul-ago-set 2021;ago-set-out 2021;set-out-nov 2021;out-nov-dez 2021;nov-dez-jan 2022;dez-jan-fev 2022;jan-fev-mar 2022;fev-mar-abr 2022;mar-abr-mai 2022;abr-mai-jun 2022;mai-jun-jul 2022;jun-jul-ago 2022;jul-ago-set 2022;ago-set-out 2022;set-out-nov 2022;out-nov-dez 2022;nov-dez-jan 2023;dez-jan-fev 2023;jan-fev-mar 2023;fev-mar-abr 2023;mar-abr-mai 2023;abr-mai-jun 2023;mai-jun-jul 2023;jun-jul-ago 2023;jul-ago-set 2023;ago-set-out 2023;set-out-nov 2023;out-nov-dez 2023;nov-dez-jan 2024;dez-jan-fev 2024;jan-fev-mar 2024;fev-mar-abr 2024;mar-abr-mai 2024;abr-mai-jun 2024;mai-jun-jul 2024;jun-jul-ago 2024;jul-ago-set 2024;ago-set-out 2024;set-out-nov 2024;out-nov-dez 2024;nov-dez-jan 2025;dez-jan-fev 2025;jan-fev-mar 2025;fev-mar-abr 2025;mar-abr-mai 2025;abr-mai-jun 2025;mai-jun-jul 2025;jun-jul-ago 2025;jul-ago-set 2025;ago-set-out 2025;set-out-nov 2025;out-nov-dez 2025;nov-dez-jan 2026;dez-jan-fev 2026;jan-fev-mar 2026;fev-mar-abr 2026;mar-abr-mai 2026;abr-mai-jun 2026
Brasil;3166;3177;3169;3176;3192;3202;3196;3192;3189;3181;3195;3213;3232;3239;3241;3268;3289;3311;3311;3321;3307;3281;3278;3309;3347;3345;3338;3320;3314;3337;3349;3362;3339;3341;3345;3339;3340;3332;3317;3326;3303;3287;3286;3273;3248;3232;3242;3223;3238;3221;3232;3198;3200;3228;3224;3230;3236;3252;3264;3274;3293;3278;3272;3260;3261;3256;3272;3283;3297;3298;3311;3324;3323;3333;3334;3329;3318;3332;3318;3321;3324;3343;3363;3375;3361;3344;3320;3320;3312;3326;3325;3349;3364;3353;3361;3364;3391;3428;3484;3538;3580;3575;3577;3524;3487;3434;3426;3395;3404;3363;3360;3308;3277;3231;3174;3127;3086;3061;3089;3093;3106;3094;3113;3136;3180;3208;3252;3271;3302;3310;3324;3323;3330;3320;3314;3329;3341;3351;3384;3395;3424;3410;3448;3463;3460;3476;3497;3520;3499;3518;3506;3525;3541;3555;3572;3586;3596;3585;3600;3635;3633;3633;3645;3661;3700;3734;3764;3774;3795;3776;3743;3738

Fonte: "IBGE - Pesquisa Nacional por Amostra de Domicílios Contínua mensal"
