"","Selic_Meta","Taxa_Media_Juros_Credito","Inadimplencia_PF_Total","Inadimplencia_PF_Total_modalidades","Inadimplencia_Recursos_Livres_Total","Inadimplencia_Cheque_Especial","Inadimplencia_Credito_Pessoal_Nao_Consignado","Inadimplencia_Composicao_Dividas","Inadimplencia_Consignado_Privado","Inadimplencia_Nao_Consignado_Com_Garantia","Inadimplencia_Nao_Consignado_Sem_Garantia","Serasa_Inadimplentes_milhoes","Serasa_Dividas_Negativadas_milhoes","Serasa_Dividas_Negativadas_R_bilhoes","Serasa_Dividas_Media_por_CPF","Serasa_Divida_Media_R","Serasa_Ticket_Medio_R","Serasa_Populacao_Adulta_pct","Serasa_Genero_F_milhoes","Serasa_Genero_M_milhoes","Serasa_Ate_25_milhoes","Serasa_26_40_milhoes","Serasa_41_60_milhoes","Serasa_Acima_60_milhoes","PNAD_Taxa_Desocupacao_pct","PNAD_Rendimento_Medio_R","Itau_NPL90_Total_pct","Itau_NPL90_Brasil_pct","Itau_NPL90_PF_Brasil_pct","Itau_NPL90_MPME_Brasil_pct","Itau_NPL90_Grandes_Empresas_Brasil_pct","Itau_Carteira_PF_Total_R_milhoes","Itau_Carteira_Cartao_Credito_R_milhoes","Itau_Carteira_Credito_Pessoal_R_milhoes","Itau_Carteira_Credito_Consignado_R_milhoes","Itau_Carteira_Veiculos_R_milhoes","Itau_Carteira_Credito_Imobiliario_R_milhoes","Itau_Carteira_MPME_R_milhoes","Itau_Cobertura_Estagio3_PF_Brasil_pct","Itau_Cobertura_Estagio3_PJ_Brasil_pct","Itau_Cobertura_Estagio3_Brasil_pct","Itau_Cobertura_Estagio3_America_Latina_pct","Itau_Cobertura_Estagio3_Total_pct","Itau_NPL_Creation_Total_R_milhoes","Itau_NPL_Creation_Varejo_Brasil_R_milhoes","Itau_NPL_Creation_Atacado_Brasil_R_milhoes","Itau_NPL_Creation_America_Latina_R_milhoes"
"Serasa_Ate_25_milhoes",0.873071611121782,0.969676736780843,0.865953399537885,0.865953399537885,0.922407759346584,0.441281581948667,0.786340895134893,0.881426680763331,0.574763402287479,NA,NA,0.863714605982727,0.863254081992207,0.815699711888988,0.854990727955675,0.810503293192689,0.778744218077744,0.889565768635964,0.849405726645715,0.877395197712833,1,0.911054756369166,0.821570145500425,0.777196996503587,-0.886862069558122,0.550299177668894,NA,NA,NA,NA,NA,0.912238290928576,0.837127700609357,0.799660843949796,0.58137924436087,0.171839983487307,0.950304266859419,0.827101836689427,-0.563574141188004,-0.431478081825737,-0.527101765101365,-0.660164365069316,-0.543555369948728,0.528494623310561,0.666864330473955,0.550443291363376,-0.541082871467403
"Serasa_26_40_milhoes",0.81450250162388,0.902842642551685,0.949301700570785,0.949301700570785,0.950680553927161,0.446879197212443,0.7615519559989,0.855464395480798,0.699359844313842,NA,NA,0.983972076511126,0.990521031425274,0.974960039019342,0.959105987887897,0.96671124052777,0.938472279008748,0.995064802919029,0.974615162952545,0.991690300643867,0.911054756369166,1,0.972769259054225,0.932723961548141,-0.892480825961763,0.749460453287056,NA,NA,NA,NA,NA,0.943543511391447,0.888785757132608,0.802723814469154,0.646419852902982,0.166661476241215,0.964079164960185,0.875999402172269,-0.614595497754842,-0.520228852152563,-0.614825293663266,-0.806443248445842,-0.666703894045279,0.583706906152386,0.714099004814255,0.612169775106869,-0.529282444830019
"Serasa_41_60_milhoes",0.795304253132859,0.808984749148717,0.900031355648442,0.900031355648442,0.906026009251692,0.312797103966688,0.62318783600229,0.799663738931514,0.755752820415051,NA,NA,0.996611499844373,0.985395787339653,0.993373035622213,0.918852059294129,0.988220124636156,0.983178219601178,0.989548611832707,0.997101128593695,0.993137502829451,0.821570145500425,0.972769259054225,1,0.987237803511228,-0.88837190100215,0.753192559473591,NA,NA,NA,NA,NA,0.95171218968124,0.90383069475052,0.786681444928324,0.698489538542127,0.145720618425328,0.963370522487961,0.89184402402655,-0.62677206829584,-0.590635257332525,-0.678821011231365,-0.84015938858097,-0.736206462935261,0.600449339539647,0.728553513821344,0.614599136127192,-0.51843560243134
"Serasa_Acima_60_milhoes",0.815053162089134,0.767579695043621,0.827315281434527,0.827315281434527,0.852121888912674,0.172926886634417,0.498387458842349,0.783655598759203,0.781036944821443,NA,NA,0.981802570667736,0.954883042518139,0.975153533218505,0.867578282484424,0.975183522868201,0.98941613254475,0.96248096091635,0.98892474709911,0.970857905502652,0.777196996503587,0.932723961548141,0.987237803511228,1,-0.900872817929876,0.687272124265502,NA,NA,NA,NA,NA,0.968775196167264,0.93407142274147,0.791291733965862,0.727606673190651,0.181295319117725,0.967804323851629,0.923759290739592,-0.598126837358074,-0.662239796698632,-0.728888786445605,-0.882532648018041,-0.799614841593419,0.558315766119476,0.687265929158201,0.580411177237857,-0.517076257627017
"PNAD_Taxa_Desocupacao_pct",-0.618490691373514,-0.0463369871381822,-0.62815858705026,-0.62815858705026,-0.652882067988265,0.0402527786506146,-0.205743630283582,-0.685656767011494,-0.656583649719276,NA,NA,-0.901221072126314,-0.890158344885732,-0.889846738061204,-0.522522396220653,-0.893203042762621,-0.873661485332288,-0.919706538308448,-0.915723626219556,-0.911585834185507,-0.886862069558122,-0.892480825961763,-0.88837190100215,-0.900872817929876,1,-0.316497854233789,NA,NA,NA,NA,NA,-0.802710828922195,-0.813615047910705,-0.791394319839689,-0.356528043938963,-0.513465922672631,-0.782914069529283,-0.842393579362087,0.766658779498198,0.0300451607665736,0.24903604762015,0.675906090334705,0.370260885139772,-0.471620225330422,-0.498591690670564,-0.49230284566124,0.181017179711028
"PNAD_Rendimento_Medio_R",0.155918604342755,0.142707046824383,0.183254680586344,0.183254680586344,0.216620005034132,0.26241996072437,0.127856306648439,0.0571964701608332,0.463327106856388,NA,NA,0.769149058766176,0.805395597926008,0.809581469627893,0.528613713181425,0.809067427465217,0.757185896373353,0.770914367685761,0.718307786267389,0.74759396656498,0.550299177668894,0.749460453287056,0.753192559473591,0.687272124265502,-0.316497854233789,1,NA,NA,NA,NA,NA,0.963041125622335,0.936430343266547,0.847942486318985,0.630316402257549,0.32120832552697,0.957426044972937,0.933711894271647,-0.534681636412483,-0.672027861076746,-0.711255555466221,-0.810011605799453,-0.783881320832941,0.46427257682369,0.59522198430718,0.512582620422849,-0.518327897007112
"Itau_NPL90_Total_pct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.126502796244469,0.334018356724624,0.0482156938386605,-0.0681007826360418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itau_NPL90_Brasil_pct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126502796244469,1,0.154118518312964,0.0398215541412116,-0.0428742859194796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itau_NPL90_PF_Brasil_pct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.334018356724624,0.154118518312964,1,0.0406866905026019,-0.0125398179088343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itau_NPL90_MPME_Brasil_pct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0482156938386605,0.0398215541412116,0.0406866905026019,1,-0.106148068855773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itau_NPL90_Grandes_Empresas_Brasil_pct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0681007826360418,-0.0428742859194796,-0.0125398179088343,-0.106148068855773,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itau_Carteira_PF_Total_R_milhoes",0.853272104549139,0.93440889811901,0.91838146155588,0.91838146155588,0.897490570202056,0.894600077905103,0.922469916246786,0.638546733543957,-0.00255265843020299,NA,NA,0.955454929482849,0.939203998516093,0.953715578114845,0.911035703250257,0.954656503519225,0.966995667876859,0.947648897998072,0.955252702428262,0.955280386355163,0.912238290928576,0.943543511391447,0.95171218968124,0.968775196167264,-0.802710828922195,0.963041125622335,NA,NA,NA,NA,NA,1,0.963118167447904,0.881612501662241,0.676949038257182,0.387542552890474,0.991239931779499,0.98249776466122,-0.560238400227291,-0.7412961413874,-0.784318386223131,-0.837778736101136,-0.844404336215844,0.377492999540783,0.515539700582058,0.399998072815873,-0.512542619707949
"Itau_Carteira_Cartao_Credito_R_milhoes",0.820503867642213,0.870766497954387,0.869304816477578,0.869304816477578,0.837992872391006,0.886211203619726,0.852475903913405,0.60252484395421,-0.139676618805404,NA,NA,0.907133878792686,0.887661104036555,0.892058044770661,0.856683668945607,0.886858905696832,0.893245500614853,0.901039153810442,0.906929920405584,0.906980751370076,0.837127700609357,0.888785757132608,0.90383069475052,0.93407142274147,-0.813615047910705,0.936430343266547,NA,NA,NA,NA,NA,0.963118167447904,1,0.791298508497188,0.598890245841936,0.390242181689993,0.929097243021147,0.97002676144436,-0.547396146433159,-0.653361452908419,-0.693314217665009,-0.861372912779961,-0.825076146115297,0.354780725406018,0.472416450859069,0.440365701119545,-0.474131342202052
"Itau_Carteira_Credito_Pessoal_R_milhoes",0.820892097961019,0.80257149516044,0.753639001060658,0.753639001060658,0.752615159865426,0.734197604678565,0.77943837094914,0.865086470492982,-0.0194151352312109,NA,NA,0.79685348874137,0.767079933224467,0.802917686013729,0.72918785530927,0.820342627981495,0.87292814729057,0.781209921512057,0.791198064855041,0.802483572039805,0.799660843949796,0.802723814469154,0.786681444928324,0.791291733965862,-0.791394319839689,0.847942486318985,NA,NA,NA,NA,NA,0.881612501662241,0.791298508497188,1,0.391960336806967,0.67112169438782,0.894892788024074,0.882121996088516,-0.321941231652529,-0.263910133634864,-0.312595286145277,-0.598310312356869,-0.323723253758584,0.148838214089613,0.283890976334572,0.221571656060718,-0.484805344974097
