Data_Trimestre,Selic_Meta,Taxa_Media_Juros_Credito,Inadimplencia_PF_Total,Inadimplencia_PF_Total_modalidades,Inadimplencia_Recursos_Livres_Total,Inadimplencia_Cheque_Especial,Inadimplencia_Credito_Pessoal_Nao_Consignado,Inadimplencia_Composicao_Dividas,Inadimplencia_Consignado_Privado,Inadimplencia_Nao_Consignado_Com_Garantia,Inadimplencia_Nao_Consignado_Sem_Garantia,Serasa_Inadimplentes_milhoes,Serasa_Dividas_Negativadas_milhoes,Serasa_Dividas_Negativadas_R_bilhoes,Serasa_Dividas_Media_por_CPF,Serasa_Divida_Media_R,Serasa_Ticket_Medio_R,Serasa_Populacao_Adulta_pct,Serasa_Genero_F_milhoes,Serasa_Genero_M_milhoes,Serasa_Ate_25_milhoes,Serasa_26_40_milhoes,Serasa_41_60_milhoes,Serasa_Acima_60_milhoes,PNAD_Taxa_Desocupacao_pct,PNAD_Rendimento_Medio_R,Itau_NPL90_Total_pct,Itau_NPL90_Brasil_pct,Itau_NPL90_PF_Brasil_pct,Itau_NPL90_MPME_Brasil_pct,Itau_NPL90_Grandes_Empresas_Brasil_pct,Itau_Carteira_PF_Total_R_milhoes,Itau_Carteira_Cartao_Credito_R_milhoes,Itau_Carteira_Credito_Pessoal_R_milhoes,Itau_Carteira_Credito_Consignado_R_milhoes,Itau_Carteira_Veiculos_R_milhoes,Itau_Carteira_Credito_Imobiliario_R_milhoes,Itau_Carteira_MPME_R_milhoes,Itau_Cobertura_Estagio3_PF_Brasil_pct,Itau_Cobertura_Estagio3_PJ_Brasil_pct,Itau_Cobertura_Estagio3_Brasil_pct,Itau_Cobertura_Estagio3_America_Latina_pct,Itau_Cobertura_Estagio3_Total_pct,Itau_NPL_Creation_Total_R_milhoes,Itau_NPL_Creation_Varejo_Brasil_R_milhoes,Itau_NPL_Creation_Atacado_Brasil_R_milhoes,Itau_NPL_Creation_America_Latina_R_milhoes
2024-10-01,11.26505376344086,52.88666666666667,3.723333333333333,3.723333333333333,5.486666666666667,11.883333333333333,6.413333333333333,17.973333333333333,7.556666666666667,,,73.46834533333333,275.43569333333335,405.53432509728964,3.7491257164786127,5519.774127945345,1472.3746549903601,45.31124780204389,37.012589,36.45575633333333,8.878089,25.258439666666668,25.388362333333333,13.943454333333333,6.2,3555,1.9572135629326521,2.0907258431064357,3.78461967307949,1.7368145696400181,0.12756491487481977,444763.978,142206.82899999997,65931.46399999999,74429.746,36521.217000000004,125674.72100000002,278817.11837697675,59.781289974285926,55.28146159905045,57.59526247832437,42.43009409257395,55.032370492107304,8195.916999999996,7241.06,92.41000000000001,862.4459999999999
2025-01-01,13.067204301075268,56.04,3.96,3.96,5.82,12.893333333333333,7.26,18.846666666666668,7.923333333333334,,,75.12527733333333,284.98637333333335,431.95306559469265,3.7934328522658025,5749.384251103588,1515.5328804833828,46.23260440984707,37.79642466666667,37.32885266666666,9.088226333333333,25.94101566666667,25.955168666666665,14.140866666666668,7,3596,,,,,,448809.7469999999,138912.971,67349.38600000001,74065.507,36845.655000000006,131636.225,273155.7448807439,61.378022022997456,55.91682185053662,58.72029870012974,43.10060302849897,56.12583033275249,7748.711748932466,6847.2797306297925,-31.85036194733183,933.2823802500066
2025-04-01,14.579032258064515,58.89666666666666,4.34,4.34,6.363333333333333,13.526666666666667,7.943333333333333,18.966666666666665,6.846666666666667,,,77.19513666666667,299.05338566666666,466.64984835166666,3.873796923061307,6044.636066078632,1560.3535216876628,47.40337636896083,38.844771333333334,38.350365333333336,9.250951666666667,26.707666666666668,26.799128,14.437390333333333,5.8,3635,,,,,,451904.712,141084.68399999998,67415.56199999999,72806.43799999998,36246.876000000004,134351.15,275362.8619266759,59.23602684684437,57.093882021648476,58.23207451453999,43.35033518659347,55.799404376677096,9441.395609335528,8408.633479180282,180.44938829525583,852.3127418599964
2025-07-01,15,58.63,4.823333333333333,4.823333333333333,6.863333333333333,14.833333333333334,8.856666666666666,20.043333333333333,5.586666666666667,,,78.72566,311.3634386666667,491.2130612843333,3.954977863691793,6239.329080794672,1577.5726410558136,48.23959937463195,39.61621933333333,39.109440666666664,9.252078,27.123243666666667,27.390739333333332,14.959599,5.6,3645,,,,,,456394.42900000006,142184.115,68390.91399999999,72415.04799999998,36327.494999999995,137076.85499999998,278443.77021957206,59.582154267724896,57.79251146386396,58.73306174911625,40.1884271661091,55.91018518416334,9484.772999999997,8502.304999999998,352.512,629.9549999999999
2025-10-01,15,60.24666666666667,5.076666666666666,5.076666666666666,6.953333333333333,16.313333333333333,8.996666666666666,19.366666666666667,5.226666666666667,2.42,12.14,80.76480466666666,322.782941,513.085638495,3.9965528750929975,6352.742793183754,1589.552132153336,49.38544642211408,40.70130433333333,40.06350033333333,9.280326666666666,27.573959666666667,28.216008666666667,15.694509666666667,5.1,3734,,,,,,474298.9390000001,153526.906,67400.976,75319.39699999998,36303.138999999996,141748.519,303064.61397394224,59.653887725773004,55.39942617768757,57.826042884242014,39.35314490066473,54.71934595215585,9964.236999999997,8692.961999999996,318.64900000000006,952.625
2026-01-01,14.96505376344086,61.690000000000005,5.446666666666666,5.446666666666666,7.28,16.143333333333334,9.776666666666666,19.373333333333335,6.33,2.43,13.133333333333333,81.96124666666667,332.5616416666667,540.4649943873334,4.057373443547775,6593.312833058158,1624.9134749761229,50.011891865159754,41.386544,40.57470266666667,9.380179333333334,27.957339,28.681277333333334,15.942450999999998,6.1,3795,1.9024627070783184,2.052465945192335,3.594870963688294,1.8506912013956476,0.09133396131920701,479474.461,150234.42099999997,68589.49499999998,78598.146,35670.204999999994,146382.192,302802.4242758477,59.27872589312301,52.154517201944664,56.01384623353572,39.67390560208462,53.55000345848397,9693.709943425429,9043.900255041292,294.8778828285812,355.4411362800026
2026-04-01,14.544444444444444,63.233333333333334,5.566666666666666,5.566666666666666,7.52,15.873333333333333,10.373333333333333,18.176666666666666,8.01,2.2600000000000002,14.066666666666666,83.54321033333333,344.21213233333333,574.0107608316666,4.120160477670299,6870.752517236679,1667.5827328675957,50.87045587136704,42.19806666666667,41.345143666666665,9.473913666666666,28.40723266666667,29.328115333333333,16.333948666666668,5.4,3738,,,,,,487126.762,150432.014,68144.84299999998,81331.496,35055.198,152163.208,307417.5256112489,58.96131905406444,52.89556513909963,56.17655435290556,39.70236432718319,53.81922346248646,10657.366023859946,9595.051069667725,284.0874932622208,778.2274609299989
2026-07-01,14.25,,,,,,,,,,,83.931918,348.310896,586.451721937,4.1499217973310225,6987.23126924134,1683.7019130661938,51.03568452940477,42.403304,41.528614,9.438497,28.445168,29.53223,16.516023,,,,,,,,,,,,,,,,,,,,,,,
2026-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.634426838742752,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.634426838742752,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.634426838742752,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.634426838742752,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.7106391877379927,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.7106391877379927,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.7106391877379927,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,1.9973442954059375,3.7106391877379927,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.634426838742752,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.634426838742752,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.634426838742752,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.634426838742752,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.7106391877379927,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.7106391877379927,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.7106391877379927,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9069600638452286,2.1145415743122165,3.7106391877379927,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.634426838742752,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.634426838742752,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.634426838742752,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.634426838742752,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.7106391877379927,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.7106391877379927,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.7106391877379927,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,1.9973442954059375,3.7106391877379927,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.634426838742752,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.634426838742752,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.634426838742752,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.634426838742752,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.7106391877379927,1.6276620375463382,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.7106391877379927,1.6276620375463382,0.05567299892585139,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.7106391877379927,2.0140765807225725,0.08312508137895099,,,,,,,,,,,,,,,,
2030-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9487979249572445,2.1145415743122165,3.7106391877379927,2.0140765807225725,0.05567299892585139,,,,,,,,,,,,,,,,
2030-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8810740427957835,1.9903190375017075,3.5590890958096915,1.6907353349982002,0.10704348179886766,,,,,,,,,,,,,,,,
2031-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.905197225967931,2.0038255411908557,3.62056468894698,1.6268544310077409,0.09525830668768723,,,,,,,,,,,,,,,,
2031-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8901840562591181,2.029124555159855,3.6153511417933633,1.7836900991843991,0.07549960366861236,,,,,,,,,,,,,,,,
